"id","name","rmeffect","outcome","nobs","beta","se","subject","estimation","country","edulevel","identification","yearfirst","yearlast","coefspecification","mostcontrolled","heterogeneous","hettype","appendix","modeltable","fixedeffects","controls","splitsample","effectivepair","continent","elementary"
"550","Ammermüller",1,"Test score",1693,0.433543989849989,0.203833070311433,"Science","OLS","England","Grade 8","Observational/Natural Experiment","1999","1999","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",20,"Europe",0
"550","Ammermüller",1,"Test score",1097,0.350599080141181,0.250527914777775,"Science","OLS","England","Grade 8","Observational/Natural Experiment","2003","2003","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",21,"Europe",0
"550","Ammermüller",1,"Test score",1119,0.174819894226724,0.146772264473264,"Science","OLS","England","Grade 8","Observational/Natural Experiment","1995","1995","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",22,"Europe",0
"550","Ammermüller",1,"Test score",1693,0.235677146961849,0.150304858645275,"Science","OLS","England","Grade 8","Observational/Natural Experiment","1999","1999","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",23,"Europe",0
"550","Ammermüller",1,"Test score",1097,0.285339797109256,0.199907406711411,"Science","OLS","England","Grade 8","Observational/Natural Experiment","2003","2003","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",24,"Europe",0
"550","Ammermüller",1,"Test score",1119,0.169256458297605,0.156242183573411,"Science","OLS","England","Grade 8","Observational/Natural Experiment","1995","1995","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",25,"Europe",0
"550","Ammermüller",1,"Test score",1693,0.217746268621726,0.138808433197761,"Science","OLS","England","Grade 8","Observational/Natural Experiment","1999","1999","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",26,"Europe",0
"550","Ammermüller",1,"Test score",1097,0.283479060372835,0.193337167804289,"Science","OLS","England","Grade 8","Observational/Natural Experiment","2003","2003","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",27,"Europe",0
"550","Ammermüller",1,"Test score",6903,-0.0604367829586989,0.178493590344068,"Math","OLS","USA","Grade 4","Observational/Natural Experiment","2003","2003","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",28,"North America",1
"550","Ammermüller",1,"Test score",6903,-0.0830513791148713,0.134173295084792,"Math","OLS","USA","Grade 4","Observational/Natural Experiment","2003","2003","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",29,"North America",1
"550","Ammermüller",1,"Test score",6903,-0.0854985401234787,0.127699235081026,"Math","OLS","USA","Grade 4","Observational/Natural Experiment","2003","2003","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",30,"North America",1
"550","Ammermüller",1,"Test score",2998,-0.224084816106342,0.219135699012994,"Reading","OLS","USA","Grade 4","Observational/Natural Experiment","2001","2001","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",31,"North America",1
"550","Ammermüller",1,"Test score",2998,-0.223501207081545,0.181983776006097,"Reading","OLS","USA","Grade 4","Observational/Natural Experiment","2001","2001","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",32,"North America",1
"550","Ammermüller",1,"Test score",2998,-0.238719003338102,0.19116108281484,"Reading","OLS","USA","Grade 4","Observational/Natural Experiment","2001","2001","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",33,"North America",1
"550","Ammermüller",1,"Test score",6890,-0.0785026324194717,0.176567266850613,"Science","OLS","USA","Grade 4","Observational/Natural Experiment","2003","2003","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",34,"North America",1
"550","Ammermüller",1,"Test score",6890,-0.110467864055557,0.129770034112489,"Science","OLS","USA","Grade 4","Observational/Natural Experiment","2003","2003","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",35,"North America",1
"550","Ammermüller",1,"Test score",6890,-0.10857006281185,0.12545518407665,"Science","OLS","USA","Grade 4","Observational/Natural Experiment","2003","2003","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",36,"North America",1
"550","Ammermüller",1,"Test score",7757,0.922480458468659,6.83238388314698,"Math","OLS","USA","Grade 8","Observational/Natural Experiment","1995","1995","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",37,"North America",0
"550","Ammermüller",1,"Test score",6196,-0.004099734615776,0.145205519041973,"Math","OLS","USA","Grade 8","Observational/Natural Experiment","1999","1999","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",38,"North America",0
"550","Ammermüller",1,"Test score",6709,0.0590499118134875,0.131669259403618,"Math","OLS","USA","Grade 8","Observational/Natural Experiment","2003","2003","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",39,"North America",0
"550","Ammermüller",1,"Test score",7757,1.15421868637208,5.03577933319983,"Math","OLS","USA","Grade 8","Observational/Natural Experiment","1995","1995","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",40,"North America",0
"550","Ammermüller",1,"Test score",6196,0.0053487327074336,0.120114580191512,"Math","OLS","USA","Grade 8","Observational/Natural Experiment","1999","1999","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",41,"North America",0
"550","Ammermüller",1,"Test score",6709,0.0459431548837696,0.106761977809685,"Math","OLS","USA","Grade 8","Observational/Natural Experiment","2003","2003","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",42,"North America",0
"550","Ammermüller",1,"Test score",7757,2.07357945234051,5.42522503146072,"Math","OLS","USA","Grade 8","Observational/Natural Experiment","1995","1995","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",43,"North America",0
"550","Ammermüller",1,"Test score",6196,-0.0065627426161785,0.122899865652276,"Math","OLS","USA","Grade 8","Observational/Natural Experiment","1999","1999","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",44,"North America",0
"550","Ammermüller",1,"Test score",6709,0.0535131610602775,0.1071240839394,"Math","OLS","USA","Grade 8","Observational/Natural Experiment","2003","2003","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",45,"North America",0
"550","Ammermüller",1,"Test score",6969,-0.0442226890756302,0.118839611367314,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","1995","1995","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",46,"North America",0
"550","Ammermüller",1,"Test score",6065,0.0643046017088445,0.127930178786969,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","1999","1999","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",47,"North America",0
"550","Ammermüller",1,"Test score",6564,0.0159762601223693,0.128010579238984,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","2003","2003","GxF + BxM",0,0,"gender",0,"","school FE","no covariates","No",48,"North America",0
"550","Ammermüller",1,"Test score",6969,-0.0477879387048937,0.0924382388623221,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","1995","1995","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",49,"North America",0
"550","Ammermüller",1,"Test score",6065,0.0618353898126634,0.0992409064509193,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","1999","1999","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",50,"North America",0
"550","Ammermüller",1,"Test score",6564,0.0378091925601987,0.0948015574917987,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","2003","2003","GxF + BxM",0,0,"gender",0,"","school FE","student characteristics","No",51,"North America",0
"550","Ammermüller",1,"Test score",6969,-0.0392918932278794,0.0939746211393735,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","1995","1995","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",52,"North America",0
"550","Ammermüller",1,"Test score",6065,0.0456332124666442,0.102998837853335,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","1999","1999","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",53,"North America",0
"550","Ammermüller",1,"Test score",6564,0.0260354852717607,0.0980014341998714,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","2003","2003","GxF + BxM",1,0,"gender",0,"","school FE","student and teacher characteristics","No",54,"North America",0
"570","Antecol",1,"Test score",1664,-0.161043178243442,0.0926480288193211,"Math","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,0,"",0,"Table 4 Column 1","classroom FE","Student characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",1624,-0.0574009954555291,0.105496645747674,"Reading","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,0,"",0,"Table 4 Column 3","classroom FE","Student characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",1664,-0.172154853112791,0.0951342026485362,"Math","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,0,"",0,"Table 3 Column 1","block FE","Student characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",1664,-0.169820894007814,0.0948297732000609,"Math","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,0,"",0,"Table 3 Column 2","block FE","Student and teacher characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",1624,-0.0634602899805237,0.089320493399697,"Reading","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,0,"",0,"Table 3 Column 5","block FE","Student characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",1624,-0.0704933996970353,0.0896991993075092,"Reading","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,0,"",0,"Table 3 Column 6","block FE","Student and teacher characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",1263,-0.0886397077477295,0.0391191841290781,"Math","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,1,"female teacher only",1,"Table A2 Column 1","block FE","Student characteristics ","",NA,"North America",1
"570","Antecol",1,"Test score",1263,-0.0911258815769446,0.0393221370947283,"Math","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,1,"female teacher only",1,"Table A2 Column 2","block FE","Student and teacher characteristics ","",NA,"North America",1
"570","Antecol",1,"Test score",1263,-0.104774468516921,0.0423156933380689,"Math","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,1,"female teacher only",1,"Table A2 Column 3","block FE","student characteristics ","",NA,"North America",1
"570","Antecol",1,"Test score",1263,-0.109036480795576,0.0430260287178446,"Math","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",1,1,"female teacher only",1,"Table A2 Column 4","block FE","student characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",1236,0.028673447305778,0.0464726249729496,"Reading","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,1,"female teacher only",1,"Table A2 Column 5","block FE","student characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",1236,0.0268340186106903,0.0463644232850032,"Reading","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,1,"female teacher only",1,"Table A2 Column 6","block FE","student and teacher characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",1236,0.0193681021423934,0.0457693140012984,"Reading","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,1,"female teacher only",1,"Table A2 Column 7","block FE","student characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",1236,0.0172040683834668,0.0462021207530837,"Reading","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",1,1,"female teacher only",1,"Table A2 Column 8","block FE","student characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",789,-0.123547617839566,0.0537825358973058,"Math","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,1,"only teacher control group",1,"Table A3 Column 1","block FE","student characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",789,-0.140037546298645,0.0547465624841443,"Math","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,1,"only teacher control group",1,"Table A3 Column 2","block FE","student and teacher characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",775,0.015959748972084,0.054100843973166,"Reading","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,1,"only teacher control group",1,"Table A3 Column 3","block FE","student characteristics","",NA,"North America",1
"570","Antecol",1,"Test score",775,0.0060592945249946,0.0482579528240641,"Reading","OLS","USA","Grade 1 to 5","Experiment","2001","2003","GxF",0,1,"only teacher control group",1,"Table A3 Column 4","block FE","student characteristics","",NA,"North America",1
"551","Bhattacharya",1,"Test score",963,0.338,0.114,"Math","OLS","India","Grade 9","Observational/Natural Experiment","2017","2017","GxF",0,1,"Private schools with local hiring ",0,"Table 7 (2020 version) and Table 9 (2021  version)","no","score wave 1 ","",NA,"Asia",0
"551","Bhattacharya",1,"Test score",2655,-0.325,0.075,"Math","OLS","India","Grade 9","Observational/Natural Experiment","2017","2017","GxF",0,1,"Government schools with nonlocal hiring",0,"Table 10 (2021 version)","no","score wave 1","",NA,"Asia",0
"551","Bhattacharya",1,"Test score",963,0.36,0.121,"Math","OLS","India","Grade 9","Observational/Natural Experiment","2017","2017","GxF",0,1,"Private schools with local hiring",0,"Table 7 (2020 version) and Table 9 (2021  version)","no","score wave 1 + school characteristics","",NA,"Asia",0
"551","Bhattacharya",1,"Test score",2655,-0.315,0.0748,"Math","OLS","India","Grade 9","Observational/Natural Experiment","2017","2017","GxF",0,1,"Government schools with nonlocal hiring",0,"Table 10 (2021 version)","no","score wave 1 + school characteristics","",NA,"Asia",0
"551","Bhattacharya",1,"Test score",955,0.362,0.12,"Math","OLS","India","Grade 9","Observational/Natural Experiment","2017","2017","GxF",0,1,"Private schools with local hiring",0,"Table 7 (2020 version) and Table 9 (2021  version)","no","score wave 1 + school characteristics + parental characteristics","",NA,"Asia",0
"551","Bhattacharya",1,"Test score",2593,-0.302,0.0768,"Math","OLS","India","Grade 9","Observational/Natural Experiment","2017","2017","GxF",0,1,"Government schools with nonlocal hiring",0,"Table 10 (2021 version)","no","score wave 1 + school characteristics + parental characteristics","",NA,"Asia",0
"551","Bhattacharya",1,"Test score",948,0.312,0.117,"Math","OLS","India","Grade 9","Observational/Natural Experiment","2017","2017","GxF",1,1,"Private schools with local hiring",0,"Table 7 (2020 version) and Table 9 (2021  version)","no","score wave 1 + school characteristics + parental characteristics + household characteristics","",NA,"Asia",0
"551","Bhattacharya",1,"Test score",2557,-0.302,0.077,"Math","OLS","India","Grade 9","Observational/Natural Experiment","2017","2017","GxF",1,1,"Government schools with nonlocal hiring",0,"Table 10 (2021 version)","no","score wave 1 + school characteristics + parental characteristics + household characteristics","",NA,"Asia",0
"E0207-2A9-2F6","Buddin",1,"Test score",935775,-0.0094112060778727,0.0029154795821462,"Reading","OLS","USA","Grade 2 to 5","Observational/Natural Experiment","2000","2004","GxF",1,0,"",0,"Table 4.2.","student + teacher FE","test year + grade + time-varying student and classroom characteristics","",NA,"North America",1
"E0207-2A9-2F6","Buddin",1,"Test score",935775,-0.0155223171889839,0.0026400759734093,"Math","OLS","USA","Grade 2 to 5","Observational/Natural Experiment","2000","2004","GxF",1,0,"",0,"Table 4.2.","student + teacher FE","test year + grade + time-varying student and classroom characteristics","",NA,"North America",1
"E0207-2A9-2F6","Buddin",1,"Test score",585325,-0.0021130104463438,0.0046628679962013,"Reading","OLS","USA","Grade 2 to 5","Observational/Natural Experiment","2000","2004","GxF",0,1,"Reading gain ",0,"Table 4.2.","student + teacher FE","test year + grade + time-varying student and classroom characteristics","",NA,"North America",1
"E0207-2A9-2F6","Buddin",1,"Test score",585325,0.0008357075023742,0.0069990503323837,"Math","OLS","USA","Grade 2 to 5","Observational/Natural Experiment","2000","2004","GxF",0,1,"Math gain ",0,"Table 4.2.","student + teacher FE","test year + grade + time-varying student and classroom characteristics","",NA,"North America",1
"E0207-2A9-2F6","Buddin",1,"Test score",935775,-0.0075925925925926,0.0025498575498576,"Reading","OLS","USA","Grade 2 to 5","Observational/Natural Experiment","2000","2004","GxF",1,0,"",0,"Table 4.9","student FE","test year + grade + time-varying student and classroom characteristics + teacher characteristics","",NA,"North America",1
"E0207-2A9-2F6","Buddin",1,"Test score",935775,-0.0133903133903134,0.0027350427350427,"Math","OLS","USA","Grade 2 to 5","Observational/Natural Experiment","2000","2004","GxF",1,0,"",0,"Table 4.9","student FE","test year + grade + time-varying student and classroom characteristics + teacher characteristics","",NA,"North America",1
"E0207-2A9-2F6","Buddin",1,"Test score",585325,-0.004292497625831,0.0053228869895537,"Reading","OLS","USA","Grade 2 to 5","Observational/Natural Experiment","2000","2004","GxF",0,1,"Reading gain ",0,"Table 4.9","student FE","test year + grade + time-varying student and classroom characteristics + teacher characteristics","",NA,"North America",1
"E0207-2A9-2F6","Buddin",1,"Test score",585325,-0.0001044634377968,0.0058119658119658,"Math","OLS","USA","Grade 2 to 5","Observational/Natural Experiment","2000","2004","GxF",0,1,"Math gain ",0,"Table 4.9","student FE","test year + grade + time-varying student and classroom characteristics + teacher characteristics","",NA,"North America",1
"80","Carrington",1,"Test score",8978,0.02,0.03,"Math","OLS","UK","Grade 6","Observational/Natural Experiment","1997","1998","GxF",1,0,".",1,"Table A2 Column 1","unclear","picture vocabulary + nonverbal ability ","",NA,"Europe",1
"80","Carrington",1,"Test score",8978,0.04,0.02,"Reading","OLS","UK","Grade 6","Observational/Natural Experiment","1997","1998","GxF",1,0,".",1,"Table A2 Column 2","unclear","picture vocabulary + nonverbal ability ","",NA,"Europe",1
"80","Carrington",1,"Test score",8978,0.02,0.02,"Science","OLS","UK","Grade 6","Observational/Natural Experiment","1997","1998","GxF",1,0,".",1,"Table A2 Column 3","unclear","picture vocabulary + nonverbal ability ","",NA,"Europe",1
"350","Coenen",1,"Test score",902,-0.014,0.056,"Math","Matching method","Netherlands","Grade 3 to 5","Observational/Natural Experiment","2009","2011","GxF",0,0,".",0,"Table 4 Column 1","classroom FE","student controls","",NA,"Europe",1
"350","Coenen",1,"Test score",597,-0.074,0.066,"Math","Matching method","Netherlands","Grade 3 to 5","Observational/Natural Experiment","2009","2011","GxF",0,0,".",0,"Table 4 Column 2","classroom FE","student controls","",NA,"Europe",1
"350","Coenen",1,"Test score",1293,-0.053,0.043,"Math","Matching method","Netherlands","Grade 3 to 5","Observational/Natural Experiment","2009","2011","GxF",0,0,".",0,"Table 4 Column 3","classroom FE","student controls","",NA,"Europe",1
"350","Coenen",1,"Test score",902,0.001,0.062,"Math","Matching method","Netherlands","Grade 3 to 5","Observational/Natural Experiment","2009","2011","GxF",0,0,".",0,"Table 5 Column 1","classroom FE","controling for teacher assignment policy","",NA,"Europe",1
"350","Coenen",1,"Test score",597,-0.046,0.074,"Math","Matching method","Netherlands","Grade 3 to 5","Observational/Natural Experiment","2009","2011","GxF",0,0,".",0,"Table 5 Column 2","classroom FE","controling for teacher assignment policy","",NA,"Europe",1
"350","Coenen",1,"Test score",902,-0.029,0.056,"Math","Matching method","Netherlands","Grade 3 to 5","Observational/Natural Experiment","2009","2011","GxF",1,0,".",0,"Table 6 Column 1","classroom FE","controls for teacher gender + student characteristics + average class test scores of previous school year","",NA,"Europe",1
"350","Coenen",1,"Test score",597,-0.095,0.067,"Math","Matching method","Netherlands","Grade 3 to 5","Observational/Natural Experiment","2009","2011","GxF",1,0,".",0,"Table 6 Column 2","classroom FE","controls for teacher gender + student characteristics + average class test scores of previous school year","",NA,"Europe",1
"510","Dee",1,"Test score",8748,0.044,0.0643506021727847,"English","First Difference Model","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","Teacher + classroom","No",1,"North America",0
"510","Dee",1,"Test score",20240,0.074,0.0403112887414927,"English","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","Teacher","No",2,"North America",0
"510","Dee",1,"Test score",17884,0.077,0.043139309220246,"English","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",1,0,"gender",0,"","subject FE","Teacher + classroom","No",3,"North America",0
"510","Dee",1,"Test score",20571,0.084,0.0388973006775534,"English","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","no","No",4,"North America",0
"510","Dee",1,"Test score",8748,0.149,0.0552268050859363,"History","First Difference Model","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","Teacher + classroom","No",5,"North America",0
"510","Dee",1,"Test score",20240,0.063,0.0412310562561766,"History","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","Teacher","No",6,"North America",0
"510","Dee",1,"Test score",17884,0.067,0.0426380112106557,"History","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",1,0,"gender",0,"","subject FE","Teacher + classroom","No",7,"North America",0
"510","Dee",1,"Test score",20571,0.07,0.0412310562561766,"History","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","no","No",8,"North America",0
"510","Dee",1,"Test score",20240,0.012,0.0374833296279826,"Maths","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","Teacher","No",9,"North America",0
"510","Dee",1,"Test score",17884,0.011,0.0388973006775534,"Maths","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",1,0,"gender",0,"","subject FE","Teacher + classroom","No",10,"North America",0
"510","Dee",1,"Test score",20571,0.02,0.0374833296279826,"Maths","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","no","No",11,"North America",0
"510","Dee",1,"Test score",20240,0.047,0.0198494332412792,"Maths, science, history, reading","First Difference Model","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","student FE","Teacher","No",12,"North America",0
"510","Dee",1,"Test score",17884,0.054,0.0219317121994613,"Maths, science, history, reading","First Difference Model","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",1,0,"gender",0,"","student FE","Teacher + classroom","No",13,"North America",0
"510","Dee",1,"Test score",8748,0.092,0.029732137494637,"Maths, science, history, reading","First Difference Model","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","Teacher + classroom","No",14,"North America",0
"510","Dee",1,"Test score",20571,0.054,0.0191049731745428,"Maths, science, history, reading","First Difference Model","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","student FE","no","No",15,"North America",0
"510","Dee",1,"Test score",38171,0.034,0.0262488094968134,"Maths, science, history, reading","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","school FE","Teacher + classroom","No",16,"North America",0
"510","Dee",1,"Test score",8748,0.082,0.0396232255123179,"Science","First Difference Model","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","Teacher + classroom","No",17,"North America",0
"510","Dee",1,"Test score",20240,0.049,0.0382099463490856,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",0,0,"gender",0,"","subject FE","Teacher","No",18,"North America",0
"510","Dee",1,"Test score",17884,0.066,0.0396232255123179,"Science","OLS","USA","Grade 8","Observational/Natural Experiment","1988","1988","GxF - BxF",1,0,"gender",0,"","subject FE","Teacher + classroom","No",19,"North America",0
